Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Elms College,Yes,245,208,125,23,46,544,436,11800,4765,450,1700,71.0,71,11.3,21,8952,86,-1.8808856500210873,-1.859849588345513,-1.498919438469504,-0.05547969999806644,-1.4315068658395227,0.16405119445779334,0.45446068528022043,-0.6036744589706652,0.7235868128126894,-0.2167793357746881,-0.7431090750720101,-0.6856894063241084,-0.005802574972423054,0.1637425648946787,0.8489795918367347,Medium,1,1,-1.8808856500210869,-1.859849588345513,-1.4989194384695037,-0.05547969999806654,-1.431506865839525,0.1640511944577934,0.45446068528022016,-0.6036744589706673,0.7235868128126894,-0.2167793357746878,-0.7431090750720099,-0.6856894063241087,-0.005802574972423321,0.16374256489471614,0.6975301500352097,0.36524832997139145,0.6114319153500704
Elon College,Yes,3624,2786,858,11,39,2933,334,9100,3883,490,1777,70.0,74,18.9,34,6329,63,0.748896409738857,0.8532192339528373,0.6713079741507746,-1.0904651799155018,0.45507106917714923,-0.006045256376597549,-0.2162302559538272,-0.29608189411405467,0.8171802216618855,-0.28135254105451407,-0.5503313595284204,1.2215773371973018,0.931790342010479,-0.8065810019377248,0.7687637969094923,Medium,1,1,0.7488964097388574,0.8532192339528374,0.6713079741507747,-1.0904651799155018,0.45507106917714707,-0.006045256376597482,-0.21623025595382764,-0.2960818941140568,0.8171802216618855,-0.2813525410545138,-0.5503313595284202,1.2215773371973018,0.9317903420104788,-0.8065810019376873,0.14547175855519898,0.36524832997139145,0.6114319153500704
Embry Riddle Aeronautical University,Yes,3151,2584,958,14,40,4772,856,7800,3750,570,3020,37.0,43,16.5,4,12878,44,0.6249796583747096,0.7811008009424039,0.7772180579321293,-0.7738575489017414,0.8821985575201539,0.6148338305374427,-0.5867007137093613,0.2583754172250177,1.9534308839633763,-1.9157519864380357,-1.9846931015063423,0.6591773922895536,-1.9343125782540076,1.007461898724116,0.8200571247223104,Low,0,1,0.62497965837471,0.781100800942404,0.7772180579321294,-0.7738575489017415,0.8821985575201516,0.6148338305374428,-0.5867007137093617,0.2583754172250157,1.9534308839633763,-1.9157519864380355,-1.984693101506342,0.6591773922895535,-1.934312578254008,1.0074618987241535,0.4984809392494174,-1.099672391311716,0.6114319153500704
Emory & Henry College,Yes,765,646,226,30,60,809,32,8578,4408,700,1600,79.0,88,13.9,51,8061,82,-0.7047301200709879,-0.6156482144124281,-0.762454064327283,0.36924448019518263,-0.9223577133630543,-1.3275676270881929,-0.3605295205364387,1.0287304144592622,0.5958249401869283,0.3313811845790514,0.5227114720482265,0.011839314538266496,1.909810801634363,-0.11114487998727585,0.8444444444444444,Low,0,1,-0.7047301200709875,-0.615648214412428,-0.7624540643272829,0.3692444801951825,-0.9223577133630565,-1.3275676270881929,-0.36052952053643916,1.0287304144592604,0.5958249401869283,0.3313811845790517,0.522711472048227,0.011839314538266303,1.909810801634363,-0.1111448799872384,0.6663185142621879,-1.099672391311716,0.6114319153500704
Emory University,Yes,8506,4168,1236,76,97,5544,192,17600,6000,600,870,97.0,98,5.0,28,28457,96,1.4774922255251561,1.2329545814796683,1.015264438983742,2.11141868411893,1.0048438172030745,-0.3456528689005789,1.611051643335845,0.4488454168127673,-0.6674934365924078,1.7690253996954413,1.4755065650850636,-2.7219986878534748,0.5272487670727979,2.3708243048979845,0.4900070538443452,High,2,1,1.4774922255251566,1.2329545814796683,1.0152644389837422,2.11141868411893,1.0048438172030723,-0.34565286890057884,1.611051643335845,0.44884541681276535,-0.6674934365924078,1.7690253996954415,1.4755065650850643,-2.721998687853475,0.5272487670727978,2.3708243048980218,-1.7729783338528307,1.8301690512544988,0.6114319153500704
Emporia State University,No,1256,1256,853,43,79,3957,588,5401,3144,450,1888,72.0,75,19.3,4,5527,50,-0.22295576140525034,0.07075781016674497,0.6656431669987422,0.994062710733832,0.7232379485775733,0.3602594278152864,-1.394607385874588,-0.6036744589706652,0.9455243059064636,-0.15132790347030226,-0.4832523787413146,1.3124867024371512,-1.9343125782540076,-1.236742788158469,1.0,Low,0,0,-0.2229557614052499,0.07075781016674507,0.6656431669987423,0.9940627107338319,0.7232379485775711,0.36025942781528647,-1.3946073858745887,-0.6036744589706673,0.9455243059064636,-0.15132790347030195,-0.4832523787413143,1.3124867024371512,-1.934312578254008,-1.2367427881584314,1.7368776212768444,-1.099672391311716,-1.635505074064474
Erskine College,Yes,659,557,167,47,74,532,35,10485,3840,475,1246,76.0,80,13.5,47,7527,67,-0.8531778820069683,-0.7729740610741703,-1.130347931306153,1.1577515980780555,-1.4614635295137364,-1.282410150364289,0.14202359243834217,-0.4087649589901799,0.0727874774143049,0.11925016044057488,-0.12621201953217973,-0.09187044892763131,1.6971320500032134,-0.299263083168513,0.8452200303490136,Medium,1,1,-0.8531778820069679,-0.7729740610741702,-1.1303479313061529,1.1577515980780555,-1.4614635295137386,-1.282410150364289,0.1420235924383418,-0.40876495899018206,0.07278747741430489,0.11925016044057517,-0.12621201953217942,-0.09187044892763152,1.6971320500032134,-0.29926308316847555,0.6716562249626725,0.36524832997139145,0.6114319153500704
Eureka College,Yes,560,454,113,36,56,484,16,10955,3450,330,670,62.0,87,10.6,31,9552,53,-1.0170903895069638,-0.992611949218892,-1.6312155532484005,0.678301268324476,-1.5900986199691354,-1.6638982114824246,0.2564979613043913,-1.6964558646131336,-1.197786220077911,-0.7662592027979903,0.43622029750213775,-0.8840535815404321,0.7345530092783118,0.3263736728398891,0.8107142857142857,Medium,1,1,-1.0170903895069634,-0.9926119492188918,-1.6312155532484003,0.6783012683244759,-1.5900986199691376,-1.6638982114824246,0.25649796130439095,-1.696455864613136,-1.197786220077911,-0.76625920279799,0.43622029750213814,-0.8840535815404326,0.7345530092783117,0.3263736728399266,0.43418197320033636,0.36524832997139145,0.6114319153500704
Evergreen State College,No,1801,1101,438,14,50,3065,363,6297,4600,600,1323,75.0,78,18.1,14,8355,68,0.11624265772996227,-0.06275474456965635,-0.014780180620615212,-0.7738575489017414,0.49560714340378803,0.046625306910479405,-1.069596187339703,0.4488454168127673,0.19762919193803488,0.05029077019095683,-0.273401038284349,1.037437464562729,-0.6391619317856582,-0.015502136707532194,0.6113270405330372,Low,0,0,0.11624265772996273,-0.06275474456965625,-0.014780180620615098,-0.7738575489017415,0.49560714340378587,0.046625306910479475,-1.0695961873397037,0.44884541681276535,0.19762919193803485,0.05029077019095713,-0.2734010382843487,1.037437464562729,-0.6391619317856585,-0.015502136707494745,-0.938034084201198,-1.099672391311716,-1.635505074064474
Fairfield University,Yes,4784,3346,781,30,66,2984,1037,15000,6200,700,1100,86.0,90,15.1,30,11220,94,0.9911455232899693,1.0271727157430992,0.5795533593825425,0.36924448019518263,0.47099167593740143,0.7484887004974705,1.1294452509428572,1.0287304144592622,-0.18552421188393892,0.8569371017481758,0.700405830648109,0.31608928492044563,0.6666429698449552,0.7065933429589601,0.6994147157190636,Medium,1,1,0.9911455232899697,1.0271727157430992,0.5795533593825426,0.3692444801951825,0.47099167593739927,0.7484887004974706,1.129445250942857,1.0287304144592604,-0.18552421188393894,0.8569371017481762,0.7004058306481095,0.31608928492044547,0.6666429698449551,0.7065933429589976,-0.3318001085045228,0.36524832997139145,0.6114319153500704
Fayetteville State University,No,1455,1064,452,1,16,2632,617,6806,2550,350,766,75.0,75,15.1,10,6972,24,-0.08343639949616814,-0.09760186247505517,0.018922187649837174,-3.3535143539738352,0.3536791845315931,0.39237778560047554,-0.8983348458393731,-1.4924117130767802,-0.9267872859754056,0.05029077019095683,-0.4832523787413146,0.31608928492044563,-1.0747688529439479,-0.5176997064587454,0.7312714776632302,Low,0,0,-0.08343639949616768,-0.09760186247505508,0.018922187649837288,-3.3535143539738352,0.3536791845315909,0.3923777856004756,-0.8983348458393736,-1.4924117130767824,-0.9267872859754056,0.05029077019095713,-0.4832523787413143,0.31608928492044547,-1.0747688529439483,-0.517699706458708,-0.11255659452314433,-1.099672391311716,-1.635505074064474
Ferrum College,Yes,1339,1107,336,12,36,1051,82,9400,4200,500,1600,53.0,58,12.5,9,7967,22,-0.16206366318090804,-0.057221924031295154,-0.30528796405215175,-0.9785370964802453,-0.6100890643856048,-0.8332077471143249,-0.13574395481608972,-0.22262317064607157,0.5958249401869283,-1.2442020010279624,-1.4385813164973549,-0.3566226047221888,-1.1963666133652986,-0.14285705452205674,0.8267363704256908,Medium,1,1,-0.1620636631809076,-0.05722192403129506,-0.30528796405215164,-0.9785370964802454,-0.6100890643856071,-0.8332077471143248,-0.13574395481609014,-0.22262317064607365,0.5958249401869283,-1.2442020010279622,-1.4385813164973547,-0.3566226047221891,-1.196366613365299,-0.1428570545220193,0.5444486148506187,0.36524832997139145,0.6114319153500704
Flagler College,Yes,1415,714,338,18,52,1345,44,5120,3200,500,2140,52.0,60,18.1,9,3930,69,-0.1097635532303382,-0.5103231917722867,-0.2986548967585338,-0.42188701698591335,-0.3317618170646874,-1.1652934128860377,-1.5037750832210426,-0.22262317064607157,1.212107442004203,-1.2928715697940627,-1.3457825326608568,1.037437464562729,-1.1963666133652986,-2.465870983886761,0.5045936395759717,Low,0,1,-0.10976355323033775,-0.5103231917722866,-0.2986548967585337,-0.42188701698591347,-0.33176181706468955,-1.1652934128860377,-1.5037750832210435,-0.22262317064607365,1.212107442004203,-1.2928715697940625,-1.3457825326608566,1.037437464562729,-1.196366613365299,-2.465870983886724,-1.6725910340262695,-1.099672391311716,0.6114319153500704
Florida Institute of Technology,Yes,1947,1580,523,39,74,1863,233,13900,4140,750,1500,90.0,90,10.6,7,8923,57,0.18841196842875052,0.30053665356706083,0.1731021439226478,0.8187257600747313,0.01349888733061813,-0.2290026659040267,0.9091339611846172,1.2919414548995862,0.4602273976750806,1.1764343828889745,0.700405830648109,-0.8840535815404321,-1.4606269881872134,0.15546108697292815,0.8115048793014895,Medium,1,1,0.18841196842875096,0.30053665356706094,0.17310214392264792,0.8187257600747312,0.013498887330615938,-0.22900266590402665,0.9091339611846171,1.2919414548995845,0.4602273976750806,1.1764343828889747,0.7004058306481095,-0.8840535815404326,-1.4606269881872138,0.1554610869729656,0.43962296925930466,0.36524832997139145,0.6114319153500704
Florida International University,No,3306,2079,1071,42,89,10208,9310,6597,2494,800,3028,81.0,96,13.9,20,6722,66,0.6676710350151535,0.5706552428766334,0.8825343063598566,0.9513952875026418,1.4644532490874496,2.4688282474357055,-0.9676041311332905,1.5402401052701242,1.9591726127897693,0.4771746426778103,1.2719213033900254,0.011839314538266496,-0.08895267462994533,-0.6249907626687607,0.6288566243194192,Low,0,0,0.6676710350151539,0.5706552428766335,0.8825343063598567,0.9513952875026417,1.4644532490874473,2.4688282474357055,-0.967604131133291,1.5402401052701227,1.9591726127897693,0.47717464267781057,1.271921303390026,0.011839314538266303,-0.0889526746299456,-0.6249907626687233,-0.817392584142491,-1.099672391311716,-1.635505074064474
Florida Southern College,Yes,1381,1040,374,20,44,1506,970,8025,4865,400,650,65.0,74,17.4,10,6339,68,-0.13277827272729426,-0.12090476498804817,-0.18645770983992369,-0.2672791173259531,-0.20913340990405954,0.7016669950421549,-0.5198260554490878,-1.0237043227479306,-1.2588748045880092,-0.5910270561252143,-0.5503313595284204,0.8736511761798803,-1.0747688529439479,-0.8017480428945573,0.7530774800868936,Low,0,1,-0.1327782727272938,-0.12090476498804807,-0.18645770983992357,-0.2672791173259532,-0.20913340990406173,0.701666995042155,-0.5198260554490882,-1.0237043227479328,-1.2588748045880092,-0.591027056125214,-0.5503313595284202,0.8736511761798803,-1.0747688529439483,-0.8017480428945198,0.03751592714837602,-1.099672391311716,0.6114319153500704
Florida State University,No,11651,8683,3023,50,90,18906,3242,6680,4060,600,1020,80.0,89,23.1,15,7250,58,1.7346862367572093,1.89852599926077,1.7811185465100874,1.273895148987768,1.8699801756864722,1.596182828526897,-0.9399253670268272,0.4488454168127673,-0.34126694403925695,0.4038409378509051,0.6107698796775962,2.141749710790937,-0.5402591781850784,-0.4050901339398317,0.7452579177752983,Low,0,0,1.7346862367572098,1.89852599926077,1.7811185465100876,1.273895148987768,1.86998017568647,1.596182828526897,-0.9399253670268277,0.44884541681276535,-0.34126694403925695,0.40384093785090536,0.6107698796775967,2.1417497107909376,-0.5402591781850787,-0.4050901339397942,-0.016299596287282857,-1.099672391311716,-1.635505074064474
Fontbonne College,Yes,291,245,126,16,49,981,337,8390,4100,350,1500,45.0,55,21.5,24,4607,62,-1.696682785012728,-1.6740992259189202,-1.4885612889738644,-0.5897369692550372,-0.6905994869244758,-0.00040906710141987753,-0.41390819881120033,-1.4924117130767802,0.4602273976750806,-1.608612408481828,-1.5685821539281672,1.7997318423114523,0.2322748898408057,-1.865416643486449,0.8419243986254296,Low,0,1,-1.6966827850127275,-1.6740992259189202,-1.4885612889738642,-0.5897369692550373,-0.690599486924478,-0.00040906710141981086,-0.41390819881120083,-1.4924117130767824,0.4602273976750806,-1.6086124084818278,-1.568582153928167,1.7997318423114526,0.23227488984080544,-1.8654166434864115,0.6489751413944984,-1.099672391311716,0.6114319153500704
Fordham University,Yes,4200,2874,942,30,55,4740,1646,14235,6965,600,1735,86.0,97,14.4,14,10864,80,0.8781969160023175,0.8829077326779079,0.7611529636121356,0.36924448019518263,0.8766001283920977,1.0808188323627916,0.9774035074097722,0.4488454168127673,0.7666188926831361,0.8569371017481758,1.3728847638717647,0.13982744087814877,-0.6391619317856582,0.6329884025457632,0.6842857142857143,Medium,1,1,0.878196916002318,0.882907732677908,0.7611529636121357,0.3692444801951825,0.8766001283920954,1.0808188323627916,0.9774035074097721,0.44884541681276535,0.7666188926831361,0.8569371017481762,1.3728847638717654,0.1398274408781486,-0.6391619317856585,0.6329884025458006,-0.4359204030620862,0.36524832997139145,0.6114319153500704
Fort Lewis College,No,3440,2823,1123,16,35,3793,486,6198,3320,500,2500,89.0,97,19.1,6,4362,46,0.7028798181463427,0.8658222631959765,0.9267743456855054,-0.5897369692550372,0.6863944951410402,0.2346160671874274,-1.1039516308398263,-0.22262317064607157,1.545205764645304,1.0952544342623864,1.3728847638717647,1.267126360170406,-1.6060058276198164,-2.066206874336021,0.8206395348837209,Low,0,0,0.7028798181463431,0.8658222631959767,0.9267743456855055,-0.5897369692550373,0.686394495141038,0.23461606718742745,-1.103951630839827,-0.22262317064607365,1.545205764645304,1.0952544342623867,1.3728847638717654,1.267126360170406,-1.6060058276198168,-2.066206874335984,0.5024891824785908,-1.099672391311716,-1.635505074064474
Francis Marion University,No,1801,1655,819,13,38,3224,436,5840,3138,400,2430,76.0,76,19.1,8,5039,43,0.11624265772996227,0.34653496701586367,0.6260780839720931,-0.8732912125649614,0.5416964581367871,0.16405119445779334,-1.231278618244648,-1.0237043227479306,1.4841771896876115,0.11925016044057488,-0.41474500229721806,1.267126360170406,-1.3245972639117196,-1.548371510452347,0.9189339255968906,Low,0,0,0.11624265772996273,0.3465349670158638,0.6260780839720932,-0.8732912125649616,0.5416964581367849,0.1640511944577934,-1.2312786182446487,-1.0237043227479328,1.4841771896876115,0.11925016044057517,-0.4147450022972178,1.267126360170406,-1.32459726391172,-1.5483715104523095,1.1789674655628526,-1.099672391311716,-1.635505074064474
Franciscan University of Steubenville,Yes,553,452,228,22,49,1301,242,9650,4400,600,1000,57.0,69,14.9,8,6336,83,-1.029839132886948,-0.9973884230712587,-0.7519932391334998,-0.12368771857670886,-0.36842015321930366,-0.20590266878100205,-0.0699494842300252,0.4488454168127673,-0.38201766038027757,-1.0406425497511826,-0.8646904686259159,0.2660655633694921,-1.3245972639117196,-0.8031967066939131,0.8173598553345389,Medium,1,1,-1.0298391328869476,-0.9973884230712586,-0.7519932391334997,-0.12368771857670896,-0.3684201532193058,-0.205902668781002,-0.06994948423002559,0.44884541681276535,-0.38201766038027757,-1.0406425497511824,-0.8646904686259157,0.26606556336949194,-1.32459726391172,-0.8031967066938757,0.4799178844177349,0.36524832997139145,0.6114319153500704
Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54.0,78,12.5,37,11751,60,-0.6556072284986684,-0.6388019734430647,-0.5079265574208581,0.3133903214820356,-0.8763764750187829,-0.9351936486199669,0.11847828989254673,-0.04444461100956184,0.2320289615428062,-1.1946436419810287,-0.273401038284349,-0.3566226047221888,1.120254670067823,0.8099872739231121,0.7860696517412935,Medium,1,1,-0.6556072284986679,-0.6388019734430646,-0.507926557420858,0.3133903214820355,-0.8763764750187851,-0.9351936486199668,0.11847828989254638,-0.04444461100956388,0.23202896154280617,-1.1946436419810285,-0.2734010382843487,-0.3566226047221891,1.120254670067823,0.8099872739231495,0.26457351887928887,0.36524832997139145,0.6114319153500704
Franklin Pierce College,Yes,5187,4471,446,3,14,1818,1197,13320,4630,500,800,50.0,56,17.6,16,6418,51,1.060761763850405,1.2980457063157382,0.0046277696789774414,-2.4905159993455945,-0.011564252135919386,0.8501077959641374,0.7883382339006263,-0.22262317064607157,-0.8385145305308968,-1.387541552208468,-1.526458347733091,0.9207095836031439,-0.44458151258091694,-0.7639730256557277,0.861962598804704,Medium,1,1,1.0607617638504054,1.2980457063157382,0.004627769678977556,-2.4905159993455945,-0.011564252135921577,0.8501077959641375,0.7883382339006262,-0.22262317064607365,-0.8385145305308968,-1.3875415522084678,-1.5264583477330909,0.9207095836031439,-0.44458151258091727,-0.7639730256556903,0.7868813551166022,0.36524832997139145,0.6114319153500704
Freed-Hardeman University,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68.0,76,16.1,13,6078,62,-0.550295379569171,-0.790360413668253,-0.38140227025760287,-0.2672791173259531,-0.4833346017845321,-1.098729064362104,-1.3570350975736516,0.4488454168127673,0.5958249401869283,-0.4078622247453497,-0.41474500229721806,0.5623716020246939,-0.7416251041701869,-0.9318422628443792,0.6122905027932961,Low,0,1,-0.5502953795691705,-0.7903604136682529,-0.38140227025760276,-0.2672791173259532,-0.48333460178453425,-1.098729064362104,-1.3570350975736523,0.44884541681276535,0.5958249401869283,-0.40786222474534944,-0.4147450022972178,0.5623716020246938,-0.7416251041701872,-0.9318422628443418,-0.9314033772920082,-1.099672391311716,0.6114319153500704
